similar_product,similar_inv_scancode,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name,inv_scancode
blueberries organic,41919,21908466125,0.9667003,Cascadian Farm                ,Frozen                        ,honey barbeque twists,68184,Field Day                     ,42563605568
cherries montmorency,41039,1.82E+11,0.97775507,Singer Farm Naturals          ,Frozen                        ,honey barbeque twists,68184,Field Day                     ,42563605568
curry powder,1244977,89836183385,0.9641127,,Packaged Grocery              ,"tpste,fresh mint,flouride",68197,Badia                         ,33844007164
organic ground sage,1013567,89836190789,0.9639958,Simply Organic                ,Packaged Grocery              ,"tpste,fresh mint,flouride",68197,Badia                         ,33844007164
organic ground nutmeg,848383,42563606466,0.96480167,Field Day                     ,Packaged Grocery              ,"tpste,fresh mint,flouride",68197,Badia                         ,33844007164
organic smoked paprika,848382,42563606473,0.9702715,Field Day                     ,Packaged Grocery              ,"tpste,fresh mint,flouride",68197,Badia                         ,33844007164
cayenne pepper og,553026,89836190796,0.96487117,Simply Organic                ,Packaged Grocery              ,"tpste,fresh mint,flouride",68197,Badia                         ,33844007164
mortar & pestle,1164781,14132,0.9607715,My Magic Place Shop           ,Mercantile                    ,vitamin c serum,39524,TSac                          ,4.01E+12
pepper mill 4oz,133994,7.14E+11,0.9631284,Fino                          ,Mercantile                    ,vitamin c serum,39524,TSac                          ,4.01E+12
black plastic filter cone #2,106391,7.82E+11,0.9629558,HIC Kitchen                   ,Mercantile                    ,vitamin c serum,39524,TSac                          ,4.01E+12
owl mug,13470,85081084040,0.96247166,Gibson Home                   ,Mercantile                    ,vitamin c serum,39524,TSac                          ,4.01E+12
ultra hydrating green juice cleanser,134058,8.13E+11,0.97012174,Acure                         ,Body Care                     ,face cream,68345,Mad Hippie                    ,8.60E+11
gentle cleansing foam,105681,4.00E+12,0.97012174,Weleda                        ,Body Care                     ,face cream,68345,Mad Hippie                    ,8.60E+11
facial water cucumber aloe,66260,7.18E+11,0.9840264,Desert Essence                ,Body Care                     ,face cream,68345,Mad Hippie                    ,8.60E+11
cream cleanser,42212,13964415551,1,Mad Hippie                    ,Body Care                     ,face cream,68345,Mad Hippie                    ,8.60E+11
ginger ale soda,1318896,8.50E+11,0.97271216,Olipop                        ,Refrigerated                  ,exfoliating serum,61343,Uncle Matt's Organics         ,6.97E+11
doctor goodwin soda,1318895,8.50E+11,0.97271216,Olipop                        ,Refrigerated                  ,exfoliating serum,61343,Uncle Matt's Organics         ,6.97E+11
concord grape juice,1318890,38553300995,0.9676393,Fulkerson Winery & Farm       ,Produce                       ,exfoliating serum,61343,Uncle Matt's Organics         ,6.97E+11
niagara grape juice,1318889,38553100359,0.9676393,Fulkerson Winery & Farm       ,Produce                       ,exfoliating serum,61343,Uncle Matt's Organics         ,6.97E+11
riesling grape juice,1245049,38553100021,0.9676393,Fulkerson Winery & Farm       ,Produce                       ,exfoliating serum,61343,Uncle Matt's Organics         ,6.97E+11
og half & half,486133,93966003734,0.97795767,Organic Valley                ,Refrigerated                  ,cream cleanser,53413,Organic Valley                ,93966006896
half & half quart,56417,78800111035,0.9691254,Upstate Farms                 ,Refrigerated                  ,cream cleanser,53413,Organic Valley                ,93966006896
vanilla coffee creamer,53454,8.18E+11,0.97167116,Chobani                       ,Refrigerated                  ,cream cleanser,53413,Organic Valley                ,93966006896
half & half lactose free,41309,93966005127,0.96061164,Organic Valley                ,Refrigerated                  ,cream cleanser,53413,Organic Valley                ,93966006896
half & half uht og pint,7049,93966510522,1,Organic Valley                ,Refrigerated                  ,cream cleanser,53413,Organic Valley                ,93966006896
organic maple caramel dark chocolate,383144,7.70E+11,0.9693903,Lake Champlain Chocolates     ,Packaged Grocery              ,grass-fed beef tallow,68330,Chocolove                     ,7.16E+11
dark pumpkin caramel chocolates,315867,7.70E+11,0.9693903,Lake Champlain Chocolates     ,Packaged Grocery              ,grass-fed beef tallow,68330,Chocolove                     ,7.16E+11
marshmallow chocolate eggs,134323,7.16E+11,0.9917344,Chocolove                     ,Packaged Grocery              ,grass-fed beef tallow,68330,Chocolove                     ,7.16E+11
almond butter chocolate eggs,134320,7.16E+11,1,Chocolove                     ,Packaged Grocery              ,grass-fed beef tallow,68330,Chocolove                     ,7.16E+11
fudgy peanut butter milk chocolate bar,106328,37014000610,0.9781893,Endangered Species            ,Packaged Grocery              ,grass-fed beef tallow,68330,Chocolove                     ,7.16E+11
coffee espresso rtd,42725,8.51E+11,0.9958371,Chameleon                     ,Refrigerated                  ,broth bone chicken,68363,Chameleon                     ,8.51E+11
coffee conc vanilla og,42724,8.51E+11,0.97626865,Chameleon                     ,Refrigerated                  ,broth bone chicken,68363,Chameleon                     ,8.51E+11
coffee conc black og,42723,8.51E+11,0.98665154,Chameleon                     ,Refrigerated                  ,broth bone chicken,68363,Chameleon                     ,8.51E+11
coffee vanilla ready to drink,41333,8.51E+11,0.961124,Chameleon                     ,Refrigerated                  ,broth bone chicken,68363,Chameleon                     ,8.51E+11
coffee black ready to drink og,41332,8.51E+11,1,Chameleon                     ,Refrigerated                  ,broth bone chicken,68363,Chameleon                     ,8.51E+11
ketchup tomato low sugar-sodium,57716,42563018481,0.9887902,Woodstock                     ,Packaged Grocery              ,mycommunity immune support og,58109,True Made Food                ,8.51E+11
ketchup tomato og,44792,42563604073,0.9887902,Field Day                     ,Packaged Grocery              ,mycommunity immune support og,58109,True Made Food                ,8.51E+11
deodorant roll-on pomegranate,33074,86449116618,0.9968425,Crystal Deodorants            ,Body Care                     ,ice cream vanilla,46792,Weleda                        ,4.00E+12
tampons og super+,10169,7.82E+11,0.99126226,Natracare                     ,Body Care                     ,chaga extract,10168,Natracare                     ,7.82E+11
tampons og regular,10167,7.82E+11,0.9875502,Natracare                     ,Body Care                     ,chaga extract,10168,Natracare                     ,7.82E+11
organic keto all-purpose flour,1157779,58449243151,0.9804243,Nature's Path                 ,Packaged Grocery              ,brain support,59891,Bob's Red Mill                ,39978115393
premum italian 00 flour,417090,39978004147,0.986809,Bob's Red Mill                ,Packaged Grocery              ,brain support,59891,Bob's Red Mill                ,39978115393
nut & seed baking mix flour,315768,8.10E+11,0.96484065,Simple Mills                  ,Packaged Grocery              ,brain support,59891,Bob's Red Mill                ,39978115393
bittersweet baking chocolate,214402,6.43E+11,0.9601052,Scharffen Berger              ,Packaged Grocery              ,brain support,59891,Bob's Red Mill                ,39978115393
70% chocolate baking gems,134336,8.50E+11,0.9619279,Hu                            ,Packaged Grocery              ,brain support,59891,Bob's Red Mill                ,39978115393
white cheddar chickpea puffs,282149,8.10E+11,0.9734355,Hippeas                       ,Packaged Grocery              ,kids captain concentrate,58113,Vegan Rob's                   ,8.17E+11
bohemian bbq chickpea puffs,214431,8.10E+11,0.9650097,Hippeas                       ,Packaged Grocery              ,kids captain concentrate,58113,Vegan Rob's                   ,8.17E+11
nacho chickpea puffs,214430,8.10E+11,0.9650097,Hippeas                       ,Packaged Grocery              ,kids captain concentrate,58113,Vegan Rob's                   ,8.17E+11
white cheddar chickpea puffs,214429,8.10E+11,0.9650097,Hippeas                       ,Packaged Grocery              ,kids captain concentrate,58113,Vegan Rob's                   ,8.17E+11
puffs paleo no cheese og,48128,8.57E+11,0.9619345,Lesser Evil                   ,Packaged Grocery              ,kids captain concentrate,58113,Vegan Rob's                   ,8.17E+11
plain hi prot yogurt,106338,8.59E+11,0.99999994,Stoltzfus Family Dairy        ,Refrigerated                  ,kids immune fortifier,58047,Green Mountain Creamery       ,8.52E+11
plain hi protein yogurt,106336,8.59E+11,0.99999994,Stoltzfus Family Dairy        ,Refrigerated                  ,kids immune fortifier,58047,Green Mountain Creamery       ,8.52E+11
acidophilus plain yogurt,68759,7.86E+11,0.99999994,Erivan                        ,Refrigerated                  ,kids immune fortifier,58047,Green Mountain Creamery       ,8.52E+11
vanilla oatgurt,315920,1.91E+11,0.988673,Oatly                         ,Refrigerated                  ,evaporated milk og,58451,Oatly                         ,1.91E+11
oatgurt strawberry,58463,1.91E+11,1.0000002,Oatly                         ,Refrigerated                  ,evaporated milk og,58451,Oatly                         ,1.91E+11
chocolate peanut butter graham sandwiches,837334,44082541853,0.9778727,Once Again                    ,Packaged Grocery              ,vitamin c orange spray,59981,Annie's                       ,13562121854
sunflower butter graham sandwiches,837333,44082531854,0.9793936,Once Again                    ,Packaged Grocery              ,vitamin c orange spray,59981,Annie's                       ,13562121854
cinnamon graham crackers,837332,44082551883,0.97497237,Once Again                    ,Packaged Grocery              ,vitamin c orange spray,59981,Annie's                       ,13562121854
honey graham crackers,837331,44082561882,0.9761108,Once Again                    ,Packaged Grocery              ,vitamin c orange spray,59981,Annie's                       ,13562121854
